Beneficiary_ID,District,Age_Group,Enrollment_Date,Vulnerability_Score
ZHI-12515,Mutare,20-24,2025-09-01,7
ZHI-12516,Bulawayo,10-14,2024-12-30,5
ZHI-12517,Gokwe South,10-14,2025-12-03,7
ZHI-12518,Bubi,20-24,2025-10-10,7
ZHI-12519,Mazowe,10-14,2024-05-30,1
ZHI-12520,Bubi,15-19,2024-10-12,7
ZHI-12521,Bulawayo,15-19,2025-06-10,2
ZHI-12522,Gweru,15-19,2025-03-19,6
ZHI-12523,Gokwe South,20-24,2024-12-08,8
ZHI-12524,Chipinge,15-19,2024-12-24,6
ZHI-12525,Gweru,15-19,2025-08-20,1
ZHI-12526,Gweru,15-19,2024-08-06,4
ZHI-12527,Mutare,15-19,2025-08-27,2
ZHI-12528,Bulawayo,15-19,2024-10-23,4
ZHI-12529,Mutare,10-14,2025-01-25,6
ZHI-12530,Bubi,10-14,2025-02-13,10
ZHI-12531,Chipinge,10-14,2024-11-21,7
ZHI-12532,Gweru,10-14,2024-05-05,5
ZHI-12533,Bulawayo,15-19,2025-09-26,8
ZHI-12534,Mazowe,20-24,2024-06-04,3
ZHI-12535,Chipinge,20-24,2025-09-14,7
ZHI-12536,Mazowe,20-24,2025-04-14,4
ZHI-12537,Bulawayo,15-19,2024-04-17,4
ZHI-12538,Mazowe,15-19,2025-11-09,2
ZHI-12539,Mazowe,15-19,2024-07-13,7
ZHI-12540,Bubi,10-14,2024-02-10,9
ZHI-12541,Mazowe,10-14,2025-05-13,8
ZHI-12542,Chipinge,15-19,2025-01-08,7
ZHI-12543,Kwekwe,20-24,2025-11-09,1
ZHI-12544,Bulawayo,10-14,2024-10-15,4
ZHI-12545,Gokwe South,10-14,2025-03-06,7
ZHI-12546,Bulawayo,20-24,2025-12-26,2
ZHI-12547,Gokwe South,10-14,2024-03-20,9
ZHI-12548,Gokwe South,20-24,2025-07-06,6
ZHI-12549,Bulawayo,20-24,2025-10-19,4
ZHI-12550,Gweru,20-24,2025-02-04,2
ZHI-12551,Bulawayo,15-19,2025-10-23,1
ZHI-12552,Chipinge,15-19,2024-04-06,10
ZHI-12553,Mutare,15-19,2024-08-09,3
ZHI-12554,Bulawayo,15-19,2024-03-06,4
ZHI-12555,Mutare,15-19,2025-08-15,6
ZHI-12556,Kwekwe,10-14,2024-05-04,2
ZHI-12557,Gweru,15-19,2024-07-30,1
ZHI-12558,Bulawayo,15-19,2024-12-14,7
ZHI-12559,Kwekwe,20-24,2025-12-04,8
ZHI-12560,Mazowe,20-24,2025-02-02,7
ZHI-12561,Mazowe,15-19,2024-04-24,7
ZHI-12562,Bulawayo,10-14,2025-10-07,1
ZHI-12563,Bulawayo,20-24,2024-12-05,5
ZHI-12564,Gokwe South,15-19,2024-03-12,9
ZHI-12565,Gweru,20-24,2025-12-08,6
ZHI-12566,Gweru,20-24,2024-06-21,8
ZHI-12567,Gweru,10-14,2025-09-26,7
ZHI-12568,Chipinge,20-24,2024-12-16,6
ZHI-12569,Mutare,10-14,2025-11-18,7
ZHI-12570,Gokwe South,15-19,2024-09-28,10
ZHI-12571,Mutare,15-19,2025-12-23,2
ZHI-12572,Gweru,10-14,2024-01-21,7
ZHI-12573,Gokwe South,20-24,2024-11-18,10
ZHI-12574,Gweru,10-14,2024-02-11,4
ZHI-12575,Bubi,10-14,2024-11-03,10
ZHI-12576,Mutare,15-19,2025-01-24,1
ZHI-12577,Kwekwe,20-24,2024-10-17,1
ZHI-12578,Gokwe South,20-24,2024-07-02,8
ZHI-12579,Bubi,20-24,2024-10-26,10
ZHI-12580,Bulawayo,15-19,2024-03-04,2
ZHI-12581,Chipinge,15-19,2024-10-18,9
ZHI-12582,Kwekwe,10-14,2024-06-23,3
ZHI-12583,Gokwe South,10-14,2024-01-22,10
ZHI-12584,Kwekwe,15-19,2024-09-04,2
ZHI-12585,Bubi,15-19,2025-12-23,8
ZHI-12586,Bulawayo,15-19,2024-03-17,1
ZHI-12587,Bubi,20-24,2025-10-13,9
ZHI-12588,Gweru,15-19,2025-07-09,7
ZHI-12589,Mazowe,10-14,2025-05-19,7
ZHI-12590,Chipinge,10-14,2024-09-17,10
ZHI-12591,Chipinge,20-24,2025-09-06,7
ZHI-12592,Kwekwe,20-24,2024-04-23,7
ZHI-12593,Kwekwe,20-24,2024-04-16,7
ZHI-12594,Bulawayo,10-14,2024-01-30,1
ZHI-12595,Mazowe,20-24,2024-08-10,8
ZHI-12596,Gweru,10-14,2025-12-13,3
ZHI-12597,Gokwe South,10-14,2025-10-06,9
ZHI-12598,Gweru,20-24,2025-01-01,3
ZHI-12599,Bulawayo,10-14,2025-06-24,6
ZHI-12600,Bubi,15-19,2025-10-07,8
ZHI-12601,Bulawayo,10-14,2024-04-17,2
ZHI-12602,Mazowe,15-19,2025-08-12,1
ZHI-12603,Gweru,20-24,2025-07-02,5
ZHI-12604,Bulawayo,15-19,2024-12-30,2
ZHI-12605,Kwekwe,15-19,2024-12-14,6
ZHI-12606,Bulawayo,10-14,2025-04-22,4
ZHI-12607,Gweru,15-19,2024-01-05,6
ZHI-12608,Mazowe,15-19,2025-12-04,6
ZHI-12609,Bulawayo,10-14,2024-03-02,3
ZHI-12610,Chipinge,15-19,2024-01-15,9
ZHI-12611,Bulawayo,10-14,2024-07-17,2
ZHI-12612,Gweru,20-24,2024-06-16,6
ZHI-12613,Mazowe,15-19,2025-10-10,2
ZHI-12614,Gweru,10-14,2024-04-26,7
ZHI-12615,Bulawayo,15-19,2025-03-02,7
ZHI-12616,Gokwe South,15-19,2025-07-18,10
ZHI-12617,Gweru,20-24,2025-04-17,3
ZHI-12618,Chipinge,20-24,2025-02-13,7
ZHI-12619,Gweru,15-19,2024-11-24,7
ZHI-12620,Mazowe,20-24,2024-03-27,7
ZHI-12621,Chipinge,15-19,2025-08-25,9
ZHI-12622,Gokwe South,10-14,2024-08-11,10
ZHI-12623,Mutare,15-19,2024-07-03,4
ZHI-12624,Gokwe South,15-19,2024-08-21,8
ZHI-12625,Mutare,15-19,2024-04-04,8
ZHI-12626,Bulawayo,20-24,2024-02-07,8
ZHI-12627,Bubi,15-19,2024-07-04,10
ZHI-12628,Gokwe South,20-24,2024-11-22,10
ZHI-12629,Gokwe South,20-24,2025-05-11,10
ZHI-12630,Bubi,15-19,2025-09-08,6
ZHI-12631,Mazowe,15-19,2025-04-28,5
ZHI-12632,Bulawayo,15-19,2024-12-21,4
ZHI-12633,Bulawayo,20-24,2024-02-18,8
ZHI-12634,Mazowe,15-19,2024-03-27,4
ZHI-12635,Bubi,10-14,2025-10-11,8
ZHI-12636,Mutare,15-19,2025-12-04,2
ZHI-12637,Mazowe,15-19,2025-01-23,2
ZHI-12638,Mutare,10-14,2025-04-08,1
ZHI-12639,Mazowe,10-14,2025-02-20,6
ZHI-12640,Gweru,15-19,2024-01-13,7
ZHI-12641,Bulawayo,15-19,2025-05-05,6
ZHI-12642,Mazowe,15-19,2025-02-04,7
ZHI-12643,Bubi,10-14,2025-03-22,10
ZHI-12644,Bulawayo,10-14,2024-07-06,8
ZHI-12645,Gokwe South,15-19,2025-07-12,6
ZHI-12646,Mutare,15-19,2024-04-21,3
ZHI-12647,Kwekwe,10-14,2024-08-14,3
ZHI-12648,Gokwe South,15-19,2024-11-29,7
ZHI-12649,Gokwe South,15-19,2024-01-02,8
ZHI-12650,Gweru,10-14,2025-04-22,5
ZHI-12651,Gokwe South,10-14,2024-10-01,9
ZHI-12652,Gokwe South,10-14,2024-07-05,8
ZHI-12653,Bulawayo,20-24,2025-03-19,1
ZHI-12654,Mazowe,20-24,2024-11-19,5
ZHI-12655,Gokwe South,20-24,2024-05-25,8
ZHI-12656,Chipinge,20-24,2025-05-31,8
ZHI-12657,Chipinge,15-19,2025-06-03,10
ZHI-12658,Gweru,15-19,2024-03-07,3
ZHI-12659,Bubi,15-19,2025-02-10,9
ZHI-12660,Gokwe South,10-14,2024-10-07,7
ZHI-12661,Chipinge,15-19,2024-02-22,10
ZHI-12662,Gweru,20-24,2025-02-12,6
ZHI-12663,Bubi,15-19,2025-02-26,6
ZHI-12664,Kwekwe,15-19,2025-01-29,8
ZHI-12665,Gweru,10-14,2025-09-02,3
ZHI-12666,Bulawayo,15-19,2025-01-29,6
ZHI-12667,Bubi,15-19,2025-03-06,7
ZHI-12668,Mazowe,20-24,2024-01-16,8
ZHI-12669,Gweru,15-19,2024-10-30,7
ZHI-12670,Bubi,20-24,2025-11-09,6
ZHI-12671,Gokwe South,15-19,2024-12-31,6
ZHI-12672,Mazowe,20-24,2024-02-03,4
ZHI-12673,Bulawayo,15-19,2025-05-08,8
ZHI-12674,Chipinge,15-19,2024-10-27,7
ZHI-12675,Gweru,15-19,2024-10-16,7
ZHI-12676,Gokwe South,20-24,2024-07-16,10
ZHI-12677,Bulawayo,20-24,2025-08-03,2
ZHI-12678,Bulawayo,10-14,2024-01-13,7
ZHI-12679,Kwekwe,10-14,2024-10-04,2
ZHI-12680,Gweru,20-24,2025-09-04,8
ZHI-12681,Chipinge,15-19,2024-02-22,6
ZHI-12682,Bulawayo,15-19,2024-09-24,4
ZHI-12683,Gokwe South,15-19,2024-07-06,9
ZHI-12684,Gweru,10-14,2025-07-23,8
ZHI-12685,Bulawayo,20-24,2025-05-25,8
ZHI-12686,Bulawayo,20-24,2025-05-02,2
ZHI-12687,Gokwe South,15-19,2024-03-21,7
ZHI-12688,Gokwe South,15-19,2025-08-22,8
ZHI-12689,Gokwe South,20-24,2025-03-27,6
ZHI-12690,Kwekwe,10-14,2025-07-25,6
ZHI-12691,Kwekwe,20-24,2025-08-10,5
ZHI-12692,Bulawayo,10-14,2024-09-15,5
ZHI-12693,Gokwe South,15-19,2024-04-13,9
ZHI-12694,Mutare,20-24,2024-02-04,1
ZHI-12695,Kwekwe,15-19,2024-09-30,6
ZHI-12696,Bubi,15-19,2025-02-28,9
ZHI-12697,Gweru,15-19,2024-09-19,5
ZHI-12698,Mazowe,15-19,2025-09-23,2
ZHI-12699,Mazowe,10-14,2025-05-14,1
ZHI-12700,Kwekwe,20-24,2024-05-15,1
ZHI-12701,Mutare,20-24,2025-10-06,8
ZHI-12702,Bulawayo,15-19,2025-08-28,8
ZHI-12703,Bulawayo,15-19,2025-06-15,6
ZHI-12704,Mazowe,10-14,2024-12-26,8
ZHI-12705,Chipinge,10-14,2025-06-24,8
ZHI-12706,Bulawayo,15-19,2025-01-06,6
ZHI-12707,Gweru,20-24,2025-05-05,8
ZHI-12708,Bulawayo,15-19,2024-05-21,2
ZHI-12709,Gweru,20-24,2025-09-22,7
ZHI-12710,Mazowe,10-14,2024-04-14,7
ZHI-12711,Kwekwe,15-19,2024-02-19,7
ZHI-12712,Gweru,10-14,2025-07-10,2
ZHI-12713,Gokwe South,15-19,2025-08-25,9
ZHI-12714,Bulawayo,10-14,2024-12-21,1
ZHI-12715,Gweru,20-24,2024-01-29,4
ZHI-12716,Bubi,10-14,2024-08-15,7
ZHI-12717,Mutare,20-24,2024-06-05,3
ZHI-12718,Chipinge,15-19,2024-02-04,6
ZHI-12719,Bulawayo,20-24,2025-09-06,2
ZHI-12720,Chipinge,15-19,2024-06-03,8
ZHI-12721,Mazowe,20-24,2025-11-19,6
ZHI-12722,Mazowe,10-14,2024-02-02,5
ZHI-12723,Gokwe South,20-24,2024-09-02,7
ZHI-12724,Gokwe South,20-24,2025-12-25,10
ZHI-12725,Gweru,10-14,2024-08-28,4
ZHI-12726,Bulawayo,10-14,2025-02-04,5
ZHI-12727,Gweru,15-19,2024-11-05,2
ZHI-12728,Gweru,20-24,2025-09-25,5
ZHI-12729,Gokwe South,15-19,2025-02-25,6
ZHI-12730,Mazowe,15-19,2025-01-02,2
ZHI-12731,Gokwe South,10-14,2024-07-15,8
ZHI-12732,Bulawayo,10-14,2024-01-29,5
ZHI-12733,Mutare,20-24,2025-08-08,1
ZHI-12734,Mutare,10-14,2025-05-17,7
ZHI-12735,Mazowe,15-19,2024-05-28,4
ZHI-12736,Mutare,20-24,2024-08-10,4
ZHI-12737,Kwekwe,10-14,2024-10-04,7
ZHI-12738,Mutare,15-19,2025-10-31,5
ZHI-12739,Bulawayo,10-14,2025-08-29,4
ZHI-12740,Gokwe South,15-19,2024-02-07,8
ZHI-12741,Gweru,10-14,2025-11-03,2
ZHI-12742,Bulawayo,20-24,2025-05-24,1
ZHI-12743,Bulawayo,15-19,2024-09-14,6
ZHI-12744,Bubi,15-19,2024-07-31,10
ZHI-12745,Mazowe,15-19,2024-04-06,4
ZHI-12746,Kwekwe,10-14,2025-09-12,2
ZHI-12747,Bulawayo,20-24,2024-10-12,6
ZHI-12748,Chipinge,15-19,2024-12-05,8
ZHI-12749,Bubi,15-19,2025-11-21,9
ZHI-12750,Gokwe South,10-14,2024-11-06,9
ZHI-12751,Bubi,15-19,2025-07-31,6
ZHI-12752,Gweru,10-14,2024-12-07,3
ZHI-12753,Gweru,15-19,2025-11-25,3
ZHI-12754,Mutare,10-14,2024-10-27,5
ZHI-12755,Gweru,20-24,2024-09-20,6
ZHI-12756,Gokwe South,10-14,2024-05-25,6
ZHI-12757,Chipinge,20-24,2025-01-20,10
ZHI-12758,Mazowe,20-24,2025-06-21,1
ZHI-12759,Bulawayo,10-14,2025-01-21,3
ZHI-12760,Bulawayo,15-19,2024-10-12,1
ZHI-12761,Bulawayo,10-14,2025-12-18,1
ZHI-12762,Bubi,15-19,2025-09-11,6
ZHI-12763,Gokwe South,20-24,2025-02-07,7
ZHI-12764,Bulawayo,15-19,2024-07-26,2
ZHI-12765,Mutare,15-19,2025-09-14,6
ZHI-12766,Kwekwe,10-14,2024-03-05,6
ZHI-12767,Gweru,15-19,2025-07-18,7
ZHI-12768,Kwekwe,10-14,2024-11-25,3
ZHI-12769,Bubi,20-24,2024-03-02,6
ZHI-12770,Bulawayo,15-19,2024-11-30,3
ZHI-12771,Gweru,20-24,2025-04-12,2
ZHI-12772,Chipinge,10-14,2025-09-30,6
ZHI-12773,Gokwe South,15-19,2024-05-20,10
ZHI-12774,Kwekwe,15-19,2025-02-27,2
ZHI-12775,Gokwe South,10-14,2024-08-16,7
ZHI-12776,Bulawayo,15-19,2024-09-06,2
ZHI-12777,Bulawayo,20-24,2024-03-20,7
ZHI-12778,Gokwe South,20-24,2024-03-03,6
ZHI-12779,Gweru,15-19,2024-09-11,6
ZHI-12780,Bulawayo,15-19,2025-05-28,4
ZHI-12781,Chipinge,10-14,2024-08-17,10
ZHI-12782,Mutare,20-24,2024-08-26,5
ZHI-12783,Mazowe,10-14,2024-12-12,3
ZHI-12784,Chipinge,20-24,2025-04-13,6
ZHI-12785,Gweru,15-19,2025-07-11,6
ZHI-12786,Mutare,15-19,2024-11-26,2
ZHI-12787,Bulawayo,20-24,2024-05-09,4
ZHI-12788,Mutare,10-14,2025-06-19,1
ZHI-12789,Mutare,15-19,2024-12-10,1
ZHI-12790,Mazowe,15-19,2024-09-30,7
ZHI-12791,Mutare,10-14,2024-12-13,6
ZHI-12792,Kwekwe,15-19,2024-02-02,4
ZHI-12793,Gweru,15-19,2025-07-18,2
ZHI-12794,Gokwe South,20-24,2025-11-06,6
ZHI-12795,Kwekwe,10-14,2025-12-09,5
ZHI-12796,Bulawayo,20-24,2024-09-30,8
ZHI-12797,Bubi,10-14,2025-04-22,10
ZHI-12798,Mutare,10-14,2024-12-03,4
ZHI-12799,Bulawayo,10-14,2024-08-01,8
ZHI-12800,Mazowe,10-14,2025-05-11,2
ZHI-12801,Mutare,10-14,2025-09-06,4
ZHI-12802,Mutare,20-24,2024-02-14,1
ZHI-12803,Mutare,15-19,2024-02-28,7
ZHI-12804,Kwekwe,10-14,2025-06-05,7
ZHI-12805,Mutare,10-14,2025-05-10,5
ZHI-12806,Mazowe,20-24,2024-11-11,7
ZHI-12807,Bulawayo,20-24,2024-10-09,3
ZHI-12808,Gokwe South,10-14,2025-02-02,9
ZHI-12809,Mazowe,10-14,2025-09-14,7
ZHI-12810,Gweru,10-14,2025-08-05,3
ZHI-12811,Bubi,10-14,2025-06-11,8
ZHI-12812,Bubi,10-14,2024-05-04,10
ZHI-12813,Bulawayo,15-19,2024-01-25,4
ZHI-12814,Kwekwe,10-14,2024-04-20,3
ZHI-12815,Mazowe,15-19,2025-10-21,1
ZHI-12816,Gokwe South,10-14,2025-04-16,7
ZHI-12817,Bulawayo,20-24,2025-06-10,7
ZHI-12818,Bulawayo,20-24,2025-08-29,7
ZHI-12819,Gokwe South,15-19,2024-12-06,7
ZHI-12820,Mutare,15-19,2024-01-28,5
ZHI-12821,Gweru,15-19,2024-04-08,4
ZHI-12822,Bubi,15-19,2024-02-22,9
ZHI-12823,Gweru,20-24,2024-07-02,2
ZHI-12824,Gweru,15-19,2025-08-27,8
ZHI-12825,Chipinge,20-24,2025-05-16,6
ZHI-12826,Mazowe,20-24,2024-10-11,2
ZHI-12827,Bulawayo,15-19,2024-10-08,2
ZHI-12828,Gokwe South,15-19,2024-10-24,9
ZHI-12829,Bulawayo,10-14,2025-03-16,3
ZHI-12830,Gokwe South,10-14,2024-01-26,6
ZHI-12831,Bubi,15-19,2025-04-14,9
ZHI-12832,Bulawayo,10-14,2024-04-29,6
ZHI-12833,Gweru,20-24,2025-06-11,2
ZHI-12834,Gokwe South,10-14,2024-12-15,8
ZHI-12835,Mutare,15-19,2024-10-15,1
ZHI-12836,Mutare,15-19,2024-10-15,5
ZHI-12837,Bulawayo,15-19,2024-12-10,1
ZHI-12838,Mazowe,15-19,2025-08-15,1
ZHI-12839,Gokwe South,20-24,2024-02-29,7
ZHI-12840,Gokwe South,15-19,2025-03-21,7
ZHI-12841,Mazowe,15-19,2024-04-16,5
ZHI-12842,Mutare,10-14,2025-02-15,5
ZHI-12843,Mutare,15-19,2024-10-12,5
ZHI-12844,Kwekwe,20-24,2024-11-05,4
ZHI-12845,Gokwe South,15-19,2024-09-01,9
ZHI-12846,Mazowe,20-24,2025-05-19,2
ZHI-12847,Gweru,15-19,2024-08-04,2
ZHI-12848,Kwekwe,10-14,2024-07-12,5
ZHI-12849,Gokwe South,10-14,2024-03-29,9
ZHI-12850,Bubi,15-19,2024-01-21,8
ZHI-12851,Gweru,15-19,2025-07-25,4
ZHI-12852,Bulawayo,20-24,2024-05-24,2
ZHI-12853,Mutare,10-14,2025-01-22,4
ZHI-12854,Bulawayo,15-19,2025-02-06,2
ZHI-12855,Kwekwe,15-19,2024-10-27,5
ZHI-12856,Gweru,15-19,2025-12-10,7
ZHI-12857,Bulawayo,10-14,2025-03-12,5
ZHI-12858,Bulawayo,10-14,2024-04-01,5
ZHI-12859,Bulawayo,10-14,2024-07-22,3
ZHI-12860,Chipinge,10-14,2025-08-24,8
ZHI-12861,Gweru,10-14,2024-07-21,2
ZHI-12862,Mutare,10-14,2025-06-30,1
ZHI-12863,Kwekwe,15-19,2024-12-12,6
ZHI-12864,Gokwe South,15-19,2024-06-15,8
ZHI-12865,Kwekwe,20-24,2025-04-20,2
ZHI-12866,Kwekwe,10-14,2024-08-09,7
ZHI-12867,Mazowe,15-19,2025-06-23,4
ZHI-12868,Gweru,15-19,2025-12-12,7
ZHI-12869,Gokwe South,10-14,2025-01-16,10
ZHI-12870,Chipinge,20-24,2024-06-04,10
ZHI-12871,Mutare,10-14,2024-04-05,5
ZHI-12872,Chipinge,20-24,2024-04-15,7
ZHI-12873,Gokwe South,20-24,2025-10-24,10
ZHI-12874,Mazowe,15-19,2024-02-27,3
ZHI-12875,Gokwe South,15-19,2024-12-17,9
ZHI-12876,Gokwe South,15-19,2024-05-14,10
ZHI-12877,Gweru,15-19,2025-11-29,2
ZHI-12878,Kwekwe,15-19,2025-07-08,4
ZHI-12879,Bulawayo,10-14,2024-12-11,5
ZHI-12880,Gweru,10-14,2024-03-09,1
ZHI-12881,Chipinge,15-19,2025-09-21,10
ZHI-12882,Gweru,15-19,2025-06-13,6
ZHI-12883,Bulawayo,20-24,2025-10-18,7
ZHI-12884,Bulawayo,10-14,2024-09-05,3
ZHI-12885,Mutare,20-24,2025-06-02,4
ZHI-12886,Kwekwe,10-14,2024-09-26,3
ZHI-12887,Gokwe South,15-19,2025-07-05,6
ZHI-12888,Chipinge,15-19,2024-02-20,6
ZHI-12889,Chipinge,15-19,2025-03-03,8
ZHI-12890,Gweru,10-14,2025-02-25,4
ZHI-12891,Bubi,15-19,2024-08-13,6
ZHI-12892,Mazowe,20-24,2025-11-23,8
ZHI-12893,Bubi,15-19,2024-08-20,6
ZHI-12894,Bulawayo,15-19,2025-10-23,5
ZHI-12895,Chipinge,20-24,2024-05-02,7
ZHI-12896,Kwekwe,20-24,2025-07-06,7
ZHI-12897,Gweru,15-19,2025-07-05,8
ZHI-12898,Gokwe South,10-14,2025-12-21,6
ZHI-12899,Bulawayo,20-24,2025-06-27,4
ZHI-12900,Bulawayo,15-19,2025-05-10,4
ZHI-12901,Mazowe,10-14,2024-05-15,5
ZHI-12902,Bulawayo,10-14,2025-09-08,8
ZHI-12903,Gokwe South,20-24,2024-10-07,9
ZHI-12904,Kwekwe,10-14,2025-01-30,5
ZHI-12905,Bulawayo,20-24,2024-06-23,1
ZHI-12906,Mutare,10-14,2024-04-04,1
ZHI-12907,Gweru,20-24,2024-06-05,7
ZHI-12908,Gweru,15-19,2025-09-07,1
ZHI-12909,Gweru,15-19,2024-04-17,1
ZHI-12910,Gweru,20-24,2024-07-02,8
ZHI-12911,Bulawayo,15-19,2025-09-05,2
ZHI-12912,Mazowe,15-19,2025-01-18,6
ZHI-12913,Mutare,10-14,2024-01-21,7
ZHI-12914,Gweru,10-14,2024-10-07,7
ZHI-12915,Bubi,10-14,2025-03-06,7
ZHI-12916,Mazowe,15-19,2025-03-20,1
ZHI-12917,Chipinge,10-14,2024-10-13,9
ZHI-12918,Gokwe South,10-14,2024-12-29,10
ZHI-12919,Gweru,15-19,2025-09-16,7
ZHI-12920,Gweru,15-19,2025-03-04,6
ZHI-12921,Mazowe,20-24,2024-04-10,3
ZHI-12922,Chipinge,10-14,2025-04-20,10
ZHI-12923,Bulawayo,10-14,2025-11-17,3
ZHI-12924,Gokwe South,20-24,2024-03-07,8
ZHI-12925,Mutare,10-14,2024-02-21,8
ZHI-12926,Chipinge,20-24,2024-08-28,6
ZHI-12927,Mutare,20-24,2024-11-05,8
ZHI-12928,Mazowe,20-24,2025-07-10,3
ZHI-12929,Gokwe South,10-14,2025-07-12,6
ZHI-12930,Kwekwe,20-24,2025-01-06,2
ZHI-12931,Bubi,20-24,2025-02-12,9
ZHI-12932,Bulawayo,15-19,2024-11-15,3
ZHI-12933,Kwekwe,15-19,2025-08-20,7
ZHI-12934,Mazowe,10-14,2024-11-14,4
ZHI-12935,Bulawayo,10-14,2025-10-01,1
ZHI-12936,Mazowe,15-19,2025-03-22,3
ZHI-12937,Kwekwe,15-19,2024-02-27,5
ZHI-12938,Mutare,15-19,2024-04-07,8
ZHI-12939,Bulawayo,15-19,2024-09-03,7
ZHI-12940,Gweru,15-19,2025-05-13,2
ZHI-12941,Kwekwe,15-19,2024-02-27,6
ZHI-12942,Gweru,20-24,2024-12-15,2
ZHI-12943,Mazowe,10-14,2024-12-27,8
ZHI-12944,Mazowe,15-19,2025-06-12,3
ZHI-12945,Bulawayo,10-14,2025-02-05,8
ZHI-12946,Kwekwe,15-19,2024-09-24,7
ZHI-12947,Kwekwe,20-24,2024-04-09,2
ZHI-12948,Gokwe South,20-24,2025-11-12,10
ZHI-12949,Mutare,10-14,2025-10-05,4
ZHI-12950,Chipinge,20-24,2025-08-29,10
ZHI-12951,Bubi,10-14,2025-03-04,7
ZHI-12952,Mazowe,15-19,2025-05-11,6
ZHI-12953,Gokwe South,10-14,2025-04-01,9
ZHI-12954,Mutare,20-24,2024-05-21,7
ZHI-12955,Bubi,15-19,2025-08-19,10
ZHI-12956,Mazowe,15-19,2024-04-10,1
ZHI-12957,Chipinge,20-24,2024-12-02,6
ZHI-12958,Gweru,10-14,2025-01-25,4
ZHI-12959,Chipinge,10-14,2025-12-08,9
ZHI-12960,Bulawayo,20-24,2025-11-05,4
ZHI-12961,Gweru,15-19,2024-02-13,1
ZHI-12962,Gweru,10-14,2025-10-07,5
ZHI-12963,Mutare,15-19,2024-04-06,8
ZHI-12964,Chipinge,15-19,2025-02-06,9
ZHI-12965,Mazowe,10-14,2024-04-28,1
ZHI-12966,Mazowe,10-14,2024-08-24,4
ZHI-12967,Kwekwe,10-14,2024-05-07,4
ZHI-12968,Mutare,15-19,2024-05-05,8
ZHI-12969,Gokwe South,20-24,2024-09-07,9
ZHI-12970,Gokwe South,20-24,2025-12-27,6
ZHI-12971,Bulawayo,15-19,2025-07-04,5
ZHI-12972,Mazowe,10-14,2024-06-24,1
ZHI-12973,Mazowe,20-24,2024-09-25,1
ZHI-12974,Gokwe South,15-19,2025-02-07,9
ZHI-12975,Bulawayo,10-14,2025-11-26,6
ZHI-12976,Chipinge,20-24,2024-08-08,8
ZHI-12977,Bulawayo,20-24,2025-10-19,7
ZHI-12978,Mazowe,20-24,2024-03-02,3
ZHI-12979,Mutare,20-24,2024-07-13,3
ZHI-12980,Gokwe South,10-14,2024-06-01,6
ZHI-12981,Gweru,10-14,2025-05-08,4
ZHI-12982,Mazowe,15-19,2025-03-03,8
ZHI-12983,Chipinge,10-14,2024-08-01,8
ZHI-12984,Kwekwe,15-19,2024-04-07,2
ZHI-12985,Mutare,20-24,2025-04-30,2
ZHI-12986,Bulawayo,20-24,2024-08-23,2
ZHI-12987,Kwekwe,15-19,2025-04-22,5
ZHI-12988,Mazowe,20-24,2025-02-18,4
ZHI-12989,Chipinge,20-24,2024-03-13,6
ZHI-12990,Bulawayo,15-19,2025-01-25,1
ZHI-12991,Chipinge,10-14,2025-05-12,9
ZHI-12992,Kwekwe,10-14,2024-05-10,6
ZHI-12993,Gokwe South,15-19,2025-04-04,10
ZHI-12994,Bulawayo,10-14,2025-03-27,4
ZHI-12995,Chipinge,10-14,2024-04-29,10
ZHI-12996,Bulawayo,10-14,2024-05-12,3
ZHI-12997,Gweru,15-19,2025-05-26,3
ZHI-12998,Gweru,20-24,2025-04-30,5
ZHI-12999,Chipinge,10-14,2025-07-13,9
ZHI-13000,Bubi,20-24,2025-12-01,8
ZHI-13001,Mazowe,15-19,2025-04-15,4
ZHI-13002,Gweru,10-14,2024-09-19,6
ZHI-13003,Bubi,20-24,2025-10-16,8
ZHI-13004,Kwekwe,15-19,2025-12-18,7
ZHI-13005,Chipinge,15-19,2025-03-13,9
ZHI-13006,Mutare,20-24,2024-02-01,8
ZHI-13007,Bulawayo,10-14,2025-10-02,4
ZHI-13008,Bubi,15-19,2025-11-01,7
ZHI-13009,Bulawayo,10-14,2024-01-23,5
ZHI-13010,Kwekwe,20-24,2024-03-04,8
ZHI-13011,Gweru,15-19,2024-02-05,1
ZHI-13012,Gweru,15-19,2025-05-13,5
ZHI-13013,Gokwe South,10-14,2025-08-21,9
ZHI-13014,Bubi,15-19,2025-03-23,9
ZHI-13015,Gweru,20-24,2024-07-24,5
ZHI-13016,Mazowe,15-19,2025-05-20,8
ZHI-13017,Gokwe South,15-19,2024-06-12,9
ZHI-13018,Bulawayo,15-19,2025-08-18,6
ZHI-13019,Mazowe,20-24,2025-03-20,3
ZHI-13020,Gweru,15-19,2024-11-19,4
ZHI-13021,Gokwe South,20-24,2025-04-25,10
ZHI-13022,Bubi,20-24,2025-05-11,10
ZHI-13023,Gweru,15-19,2024-01-24,5
ZHI-13024,Bulawayo,10-14,2025-01-21,7
ZHI-13025,Gokwe South,15-19,2025-11-21,7
ZHI-13026,Mutare,20-24,2025-05-02,8
ZHI-13027,Bubi,10-14,2025-02-27,7
ZHI-13028,Bubi,15-19,2024-08-12,7
ZHI-13029,Bubi,20-24,2025-05-13,7
